"",2014-04-01,1
"",2014-04-02,1
"",2014-04-03,1
"",2014-04-04,1
"",2014-04-05,1
"",2014-04-06,1
"",2014-04-07,1
"",2014-04-08,1
"",2014-04-09,1
"",2014-04-10,1
"",2014-04-11,1
"",2014-04-12,1
"",2014-04-13,1
"",2014-04-14,1
"",2014-04-15,1
"",2014-04-16,1
"",2014-04-17,1
"",2014-04-18,1
"",2014-04-19,1
"",2014-04-20,1
"",2014-04-21,1
"",2014-04-22,1
"",2014-04-23,1
"",2014-04-24,1
"",2014-04-25,1
"",2014-04-26,1
"",2014-04-27,1
"",2014-04-28,1
"",2014-04-29,1
"",2014-04-30,1
"",2014-05-01,1
"",2014-05-02,1
"",2014-05-03,1
"",2014-05-04,1
"",2014-05-05,1
"",2014-05-06,1
"",2014-05-07,1
"",2014-05-08,1
"",2014-05-09,1
"",2014-05-10,1
"",2014-05-11,1
"",2014-05-12,1
"",2014-05-13,1
"",2014-05-14,1
"",2014-05-15,1
"",2014-04-01,1
"",2014-04-02,1
"",2014-04-03,1
"",2014-04-04,1
"",2014-04-05,1
"",2014-04-06,1
"",2014-04-07,1
"",2014-04-08,1
"",2014-04-09,1
"",2014-04-10,1
"",2014-04-11,1
"",2014-04-12,1
"",2014-04-13,1
"",2014-04-14,1
"",2014-04-15,1
"",2014-04-16,1
"",2014-04-17,1
"",2014-04-18,1
"",2014-04-19,1
"",2014-04-20,1
"",2014-04-21,1
"",2014-04-22,1
"",2014-04-23,1
"",2014-04-24,1
"",2014-04-25,1
"",2014-04-26,1
"",2014-04-27,1
"",2014-04-28,1
"",2014-04-29,1
"",2014-04-30,1
"",2014-05-01,1
"",2014-05-02,1
"",2014-05-03,1
"",2014-05-04,1
"",2014-05-05,1
"",2014-05-06,1
"",2014-05-07,1
"",2014-05-08,1
"",2014-05-09,1
"",2014-05-10,1
"",2014-05-11,1
"",2014-05-12,1
"",2014-05-13,1
"",2014-05-14,1
"",2014-05-15,1
"",2014-04-01,1
"",2014-04-02,1
"",2014-04-03,1
"",2014-04-04,1
"",2014-04-05,1
"",2014-04-06,1
"",2014-04-07,1
"",2014-04-08,1
"",2014-04-09,1
"",2014-04-10,1
"",2014-04-11,1
"",2014-04-12,1
"",2014-04-13,1
"",2014-04-14,1
"",2014-04-15,1
"",2014-04-16,1
"",2014-04-17,1
"",2014-04-18,1
"",2014-04-19,1
"",2014-04-20,1
"",2014-04-21,1
"",2014-04-22,1
"",2014-04-23,1
"",2014-04-24,1
"",2014-04-25,1
"",2014-04-26,1
"",2014-04-27,1
"",2014-04-28,1
"",2014-04-29,1
"",2014-04-30,1
"",2014-05-01,1
"",2014-05-02,1
"",2014-05-03,1
"",2014-05-04,1
"",2014-05-05,1
"",2014-05-06,1
"",2014-05-07,1
"",2014-05-08,1
"",2014-05-09,1
"",2014-05-10,1
"",2014-05-11,1
"",2014-05-12,1
"",2014-05-13,1
"",2014-05-14,1
"",2014-05-15,1
